amount,hour,tx_1h,is_international,is_night,Class
139.18,23,4,0,1,0
106.99,15,1,0,0,0
313.76,19,2,0,0,0
7.15,15,2,0,0,0
5.87,5,1,0,1,0
33.15,4,1,1,1,1
30.34,20,1,0,0,0
28.37,3,0,0,1,0
236.72,1,1,0,1,0
28.71,5,2,0,1,0
31.74,8,2,0,0,0
142.46,16,0,0,0,0
59.74,13,3,0,0,0
149.93,6,4,0,0,0
6.76,21,2,1,0,0
66.86,18,1,0,0,0
3.42,0,0,1,1,0
6.47,19,1,0,0,0
236.91,14,5,0,0,0
14.99,17,1,0,0,0
76.02,2,2,0,1,0
52.95,17,2,0,0,0
42.67,1,1,0,1,0
230.09,9,3,0,0,0
2.21,10,2,0,0,0
109.0,23,2,0,1,0
330.76,2,1,0,1,0
82.14,6,2,0,0,0
276.18,7,4,0,0,0
5.37,18,0,0,0,0
54.26,17,2,1,0,0
30.13,12,0,0,0,0
131.24,12,0,0,0,0
397.91,23,0,0,1,0
29.64,18,0,0,0,0
106.18,22,0,0,0,0
22.08,11,2,0,0,0
83.32,16,1,0,0,0
62.35,21,3,1,0,0
357.57,11,0,0,0,0
93.78,12,1,0,0,0
43.0,11,1,0,0,0
12.11,18,1,0,0,0
16.4,13,1,1,0,0
25.53,6,1,0,0,0
28.9,12,2,0,0,0
190.12,5,0,0,1,0
82.38,23,1,0,1,0
74.11,18,1,0,0,0
12.19,18,1,0,0,0
196.71,3,1,0,1,0
128.31,18,3,0,0,0
7.01,8,1,0,0,0
123.04,15,0,0,0,0
78.43,3,3,0,1,0
8.53,5,1,0,1,0
61.3,7,1,0,0,0
66.3,23,3,0,1,0
18.13,15,1,0,0,0
291.32,4,0,0,1,0
189.7,20,3,0,0,0
110.57,21,0,0,0,0
62.04,9,1,0,0,0
53.06,22,2,0,0,0
105.26,12,4,0,0,0
78.84,13,5,0,0,0
6.43,6,1,0,0,0
71.85,19,3,0,0,0
164.2,5,0,1,1,0
61.48,6,0,1,0,0
5.34,4,3,0,1,0
154.31,20,3,0,0,0
22.48,17,2,0,0,0
29.92,22,0,0,0,0
18.0,11,0,0,0,0
40.08,5,3,0,1,0
141.37,0,2,0,1,0
73.27,3,2,0,1,0
22.93,18,0,0,0,0
210.23,11,1,0,0,0
211.68,14,2,0,0,0
204.47,2,3,0,1,0
27.29,22,2,0,0,0
60.01,19,1,0,0,0
419.9,7,1,0,0,0
147.85,10,0,0,0,0
2.75,15,0,0,0,0
6.74,8,0,0,0,0
62.35,2,3,0,1,0
239.93,4,5,0,1,1
77.37,19,3,0,0,0
68.88,13,0,1,0,0
11.15,14,0,0,0,0
106.94,5,2,0,1,0
172.66,3,2,0,1,0
47.87,7,1,0,0,0
149.44,18,0,0,0,0
333.76,4,2,0,1,1
22.79,12,3,0,0,0
74.09,15,5,1,0,1
33.85,0,3,0,1,0
157.43,12,3,0,0,0
86.18,21,1,0,0,0
100.67,10,1,1,0,0
159.91,20,2,0,0,0
50.41,7,1,0,0,0
246.62,7,2,1,0,0
76.15,23,2,0,1,0
17.19,13,1,0,0,0
119.04,12,4,0,0,0
157.63,2,2,0,1,0
38.09,3,1,0,1,0
194.62,19,4,0,0,0
236.6,14,1,0,0,0
32.42,14,0,1,0,0
410.57,20,1,0,0,0
15.17,12,3,0,0,0
22.57,8,5,0,0,0
20.36,9,5,0,0,0
224.42,11,2,0,0,0
106.22,13,4,1,0,0
16.5,0,1,0,1,0
58.04,13,2,0,0,0
95.53,13,3,1,0,0
8.72,7,2,0,0,0
214.06,15,0,0,0,0
162.76,13,2,1,0,0
70.36,0,1,0,1,0
341.51,15,4,0,0,0
54.09,17,3,0,0,0
414.21,6,1,0,0,0
110.24,14,2,0,0,0
100.7,23,1,0,1,0
18.15,16,1,0,0,0
213.65,18,0,0,0,0
55.77,22,2,1,0,0
17.7,12,0,0,0,0
1.27,8,1,0,0,0
82.04,23,0,0,1,0
74.95,23,0,0,1,0
127.07,14,1,0,0,0
220.96,2,0,0,1,0
8.27,23,2,0,1,0
131.49,0,0,0,1,0
20.75,15,1,0,0,0
195.32,7,1,0,0,0
170.96,22,1,0,0,0
77.83,12,2,0,0,0
123.87,7,1,0,0,0
37.74,16,3,0,0,0
63.71,21,4,0,0,0
172.39,22,4,0,0,0
61.48,13,3,0,0,0
44.29,20,5,0,0,0
68.16,20,1,0,0,0
176.17,6,0,0,0,0
40.83,14,0,0,0,0
19.09,15,6,0,0,0
124.48,18,0,0,0,0
174.86,5,1,0,1,0
10.61,22,2,0,0,0
27.43,0,0,0,1,0
15.31,11,2,0,0,0
42.76,17,2,0,0,0
59.85,15,3,0,0,0
138.16,11,3,0,0,0
105.31,19,0,0,0,0
97.0,12,2,0,0,0
43.44,7,2,0,0,0
184.17,21,1,0,0,0
63.73,0,0,0,1,0
386.82,20,1,0,0,0
100.55,6,2,0,0,0
13.5,14,3,0,0,0
112.76,21,3,0,0,0
39.32,12,0,1,0,0
115.94,12,4,1,0,0
7.22,8,3,0,0,0
19.22,23,1,0,1,0
193.61,14,1,0,0,0
25.77,3,1,1,1,0
181.43,12,6,0,0,0
32.75,11,3,0,0,0
102.97,4,0,0,1,0
118.47,6,2,0,0,0
71.88,7,2,0,0,0
36.43,4,2,1,1,0
23.91,8,3,0,0,0
3.38,13,3,0,0,0
36.23,11,1,0,0,0
105.89,3,2,0,1,0
278.55,19,0,0,0,0
204.95,7,1,0,0,0
145.27,16,2,0,0,0
155.33,7,1,0,0,0
109.36,20,1,0,0,0
30.15,0,3,1,1,0
237.73,19,0,1,0,0
111.09,1,5,0,1,1
82.2,3,1,0,1,0
11.76,23,3,0,1,0
59.25,20,3,1,0,0
61.68,0,1,0,1,0
199.93,6,3,0,0,0
79.11,0,2,0,1,0
47.87,8,2,0,0,0
376.36,2,1,0,1,0
11.73,11,1,0,0,0
54.91,18,4,0,0,0
4.29,14,0,0,0,0
134.67,21,4,0,0,0
250.2,15,3,0,0,0
32.86,9,1,0,0,0
195.43,21,1,0,0,0
34.56,5,4,0,1,0
241.65,16,4,0,0,0
140.23,20,2,0,0,0
163.43,21,0,0,0,0
1.82,23,0,1,1,0
329.17,16,0,0,0,0
129.71,20,1,0,0,0
36.35,18,0,0,0,0
176.84,17,0,0,0,0
33.06,10,4,0,0,0
206.16,23,0,1,1,1
11.94,6,3,0,0,0
121.63,9,0,0,0,0
77.8,6,1,0,0,0
10.15,4,4,1,1,0
27.69,11,4,0,0,0
1.25,15,1,0,0,0
63.26,20,1,0,0,0
35.85,17,2,0,0,0
91.22,2,0,0,1,0
35.27,19,2,0,0,0
35.66,14,0,0,0,0
135.94,4,2,0,1,0
4.93,12,2,0,0,0
233.2,18,0,0,0,0
191.23,11,3,1,0,0
110.2,22,2,0,0,0
89.95,20,1,0,0,0
222.84,4,2,0,1,0
20.5,5,0,0,1,0
8.23,6,0,0,0,0
27.38,9,4,0,0,0
158.27,15,1,0,0,0
3.53,7,0,0,0,0
87.42,8,5,0,0,0
538.99,3,5,0,1,1
193.58,20,2,0,0,0
73.7,20,1,0,0,0
6.58,7,1,0,0,0
178.01,6,0,0,0,0
91.37,14,2,0,0,0
12.21,20,2,0,0,0
9.86,2,1,0,1,0
240.38,16,0,0,0,0
110.62,10,2,0,0,0
176.78,8,0,0,0,0
211.18,4,2,0,1,0
84.81,9,0,0,0,0
72.87,14,0,0,0,0
56.29,13,1,0,0,0
38.12,3,1,0,1,0
57.02,20,1,0,0,0
148.67,19,1,0,0,0
92.11,1,2,0,1,0
223.05,11,4,0,0,0
58.59,0,1,0,1,0
93.42,23,2,0,1,0
99.78,19,4,0,0,0
89.57,4,0,0,1,0
121.28,5,2,1,1,0
27.11,23,2,0,1,0
71.82,10,1,0,0,0
11.01,7,3,0,0,0
48.53,6,0,0,0,0
66.88,3,1,0,1,0
105.62,5,6,0,1,0
300.64,15,2,0,0,0
91.79,19,1,0,0,0
136.1,14,3,0,0,0
70.58,13,1,0,0,0
100.54,22,4,0,0,0
7.36,11,4,0,0,0
29.36,11,1,0,0,0
44.92,15,2,0,0,0
63.96,14,1,0,0,0
4.67,12,1,1,0,0
15.09,10,1,0,0,0
32.41,16,2,0,0,0
355.9,20,3,0,0,0
40.25,14,5,0,0,0
65.79,13,3,0,0,0
21.83,9,1,0,0,0
94.36,11,2,0,0,0
32.95,15,2,0,0,0
23.19,14,4,0,0,0
72.69,9,5,0,0,0
0.55,3,1,1,1,1
0.77,22,1,0,0,0
24.73,8,3,0,0,0
3.74,20,2,0,0,0
11.43,19,0,0,0,0
41.38,8,1,0,0,0
162.25,20,4,0,0,0
84.87,23,2,1,1,0
71.88,19,2,0,0,0
34.74,10,3,0,0,0
268.46,10,5,0,0,0
50.59,6,1,1,0,0
9.11,20,0,0,0,0
95.99,9,0,0,0,0
12.09,3,2,1,1,1
42.35,4,1,0,1,0
70.81,4,3,0,1,0
207.32,10,2,0,0,0
68.03,8,0,0,0,0
121.15,15,2,0,0,0
493.6,8,2,0,0,0
14.1,21,0,0,0,0
32.12,3,4,0,1,0
50.18,1,0,0,1,0
54.79,13,4,0,0,0
52.94,2,1,0,1,0
238.17,17,0,0,0,0
125.19,20,3,0,0,0
93.63,5,3,1,1,0
37.02,10,2,0,0,0
173.61,20,3,0,0,0
310.24,17,1,0,0,0
172.15,11,1,0,0,0
0.16,4,1,0,1,0
101.17,8,4,0,0,0
5.25,19,0,0,0,0
29.79,17,1,0,0,0
6.14,18,0,0,0,0
92.58,2,2,0,1,0
116.02,8,1,0,0,0
12.16,3,1,0,1,0
48.42,16,1,0,0,0
60.92,16,3,0,0,0
46.05,22,1,0,0,0
12.9,22,1,0,0,0
54.29,1,1,1,1,0
139.1,8,2,0,0,0
7.37,8,1,0,0,0
8.36,4,2,0,1,0
43.82,14,1,0,0,0
284.26,14,2,1,0,1
110.43,2,2,0,1,0
113.53,18,0,0,0,0
44.93,2,3,0,1,0
90.06,5,1,0,1,0
1.02,3,4,0,1,0
101.09,23,1,0,1,0
244.52,12,3,0,0,0
94.82,12,3,1,0,0
206.91,10,4,0,0,0
128.73,4,1,0,1,0
12.85,0,1,0,1,0
232.74,8,2,0,0,0
6.88,16,1,0,0,0
76.35,21,2,0,0,0
15.33,0,2,0,1,0
1.18,2,2,1,1,0
54.82,14,1,0,0,0
34.96,20,1,0,0,0
66.55,22,3,0,0,0
86.09,9,0,0,0,0
4.47,7,1,0,0,0
13.13,11,2,0,0,0
81.79,21,0,0,0,0
42.03,14,1,0,0,0
130.63,8,3,0,0,0
105.64,23,1,0,1,0
186.82,9,0,0,0,0
117.93,19,4,0,0,0
56.2,8,1,0,0,0
111.77,14,0,0,0,0
32.21,22,2,1,0,0
36.57,20,2,1,0,0
155.58,20,2,0,0,0
59.13,0,1,0,1,0
160.14,1,2,0,1,0
172.83,18,0,0,0,0
194.89,13,2,0,0,0
248.45,7,4,1,0,0
56.38,5,2,0,1,0
38.4,11,3,0,0,0
87.27,14,1,1,0,0
46.39,13,0,0,0,0
91.9,20,2,0,0,0
122.28,0,1,0,1,0
116.61,10,0,0,0,0
46.93,2,1,0,1,0
18.26,18,3,0,0,0
56.3,17,1,0,0,0
15.38,19,4,0,0,0
220.82,1,0,0,1,0
42.45,6,2,0,0,0
16.78,7,0,0,0,0
2.58,18,2,1,0,0
103.8,21,1,0,0,0
101.31,14,2,0,0,0
41.64,9,1,0,0,0
7.44,21,1,0,0,0
52.7,0,2,0,1,0
37.28,5,1,0,1,0
113.05,12,1,0,0,0
93.08,13,2,0,0,0
45.35,2,1,0,1,0
24.58,10,0,1,0,0
442.59,2,1,0,1,0
60.51,18,2,0,0,0
116.56,9,1,0,0,0
15.15,14,0,0,0,0
66.47,10,3,0,0,0
2.79,14,1,0,0,0
70.41,23,2,1,1,0
332.47,12,3,0,0,0
48.48,4,0,1,1,1
3.98,3,1,0,1,0
3.14,12,4,0,0,0
49.1,8,3,0,0,0
17.44,16,3,0,0,0
2.36,1,2,0,1,0
141.15,23,1,0,1,0
61.35,4,2,0,1,0
34.14,15,1,0,0,0
230.34,6,4,0,0,0
12.35,0,2,0,1,0
312.17,11,0,0,0,0
37.68,20,3,0,0,0
219.29,10,4,0,0,0
92.37,11,3,0,0,0
175.28,18,3,0,0,0
413.6,11,0,0,0,0
34.02,11,5,0,0,0
324.77,13,3,0,0,0
49.34,1,5,0,1,0
48.7,1,2,0,1,0
41.61,3,0,0,1,0
77.96,19,3,0,0,0
16.74,22,1,0,0,0
80.68,15,0,0,0,0
78.02,9,3,0,0,0
143.51,12,1,0,0,0
179.37,1,2,0,1,0
58.06,2,2,0,1,0
36.0,18,1,0,0,0
30.02,5,3,0,1,0
21.64,18,3,0,0,0
5.94,20,3,0,0,0
41.92,19,5,0,0,0
31.51,18,0,0,0,0
339.37,7,0,0,0,0
81.58,13,1,0,0,0
42.66,9,2,0,0,0
86.86,2,4,0,1,0
14.99,5,2,0,1,0
58.71,14,3,0,0,0
98.41,22,0,0,0,0
67.12,22,0,0,0,0
51.38,17,1,0,0,0
509.1,13,1,0,0,0
212.29,18,3,0,0,0
97.66,9,3,0,0,0
84.25,14,5,0,0,0
96.93,3,3,0,1,0
22.48,22,2,1,0,0
50.28,1,1,0,1,0
4.03,2,4,0,1,0
64.54,6,2,0,0,0
78.31,22,1,0,0,0
25.84,15,1,0,0,0
332.5,9,0,0,0,0
240.19,18,2,0,0,0
128.06,16,2,1,0,0
76.23,18,0,0,0,0
204.0,4,2,0,1,0
14.0,22,0,0,0,0
156.31,19,2,0,0,0
13.33,12,2,0,0,0
158.09,12,0,0,0,0
32.26,10,2,1,0,0
209.63,10,2,1,0,0
288.32,15,1,0,0,0
16.11,14,1,0,0,0
62.12,16,2,0,0,0
396.27,21,1,0,0,0
66.05,17,2,0,0,0
199.18,18,2,0,0,0
88.85,3,1,0,1,0
47.05,21,2,0,0,0
33.66,21,1,0,0,0
22.72,22,4,0,0,0
143.46,4,0,0,1,0
48.86,6,0,0,0,0
71.6,1,3,0,1,0
67.79,0,1,1,1,1
86.1,11,2,0,0,0
200.68,9,2,0,0,0
394.97,7,2,1,0,1
52.35,0,1,0,1,0
175.75,11,3,0,0,0
144.62,1,0,0,1,0
85.22,9,2,0,0,0
312.46,21,0,0,0,0
22.37,16,4,0,0,0
11.57,2,2,0,1,0
192.39,6,4,0,0,0
57.83,11,5,0,0,0
187.71,7,3,0,0,0
223.58,19,0,0,0,0
6.45,11,3,0,0,0
214.96,2,0,0,1,0
59.48,16,1,0,0,0
71.42,8,4,0,0,0
98.51,9,2,1,0,0
260.89,21,1,0,0,0
1.93,5,1,1,1,0
64.79,0,0,0,1,0
116.39,21,3,0,0,0
128.27,11,0,0,0,0
117.94,4,1,0,1,0
14.44,12,4,0,0,0
35.58,14,1,0,0,0
44.43,21,0,0,0,0
163.19,10,2,0,0,0
32.68,7,4,0,0,0
23.66,4,1,1,1,0
315.7,1,4,0,1,1
0.89,11,2,0,0,0
612.88,1,3,0,1,1
112.95,15,0,0,0,0
176.3,20,0,0,0,0
34.9,2,2,0,1,0
1.44,9,3,0,0,0
133.89,18,3,1,0,0
179.66,7,1,0,0,0
134.89,6,2,0,0,0
15.41,0,0,1,1,0
140.01,11,1,0,0,0
146.5,4,4,0,1,0
107.45,15,3,0,0,0
145.29,3,1,0,1,0
187.03,16,1,0,0,0
95.09,23,0,0,1,0
9.28,20,3,0,0,0
66.87,1,0,0,1,0
8.08,11,2,0,0,0
52.35,0,1,0,1,0
52.27,11,1,0,0,0
6.83,11,0,0,0,0
42.9,11,1,1,0,0
11.77,18,2,0,0,0
165.15,16,0,0,0,0
295.05,19,1,0,0,0
7.51,23,3,0,1,0
310.37,23,0,0,1,0
73.94,10,4,0,0,0
35.61,12,1,0,0,0
8.0,7,2,0,0,0
69.44,9,3,0,0,0
158.24,7,2,0,0,0
122.79,19,1,0,0,0
5.15,7,1,0,0,0
7.57,8,3,0,0,0
51.56,6,2,0,0,0
35.0,13,0,0,0,0
26.45,1,2,0,1,0
32.99,10,1,0,0,0
162.7,7,0,0,0,0
264.83,12,3,0,0,0
51.94,20,2,0,0,0
236.56,14,1,0,0,0
38.79,2,1,0,1,0
64.71,22,3,1,0,0
25.62,13,0,0,0,0
102.3,14,3,0,0,0
386.23,1,2,0,1,0
92.51,18,1,0,0,0
44.29,11,1,0,0,0
104.36,19,2,0,0,0
13.12,3,0,1,1,0
219.52,2,3,0,1,0
69.93,4,3,0,1,0
59.67,2,1,0,1,0
88.16,14,1,0,0,0
98.03,18,1,0,0,0
7.45,1,0,0,1,0
114.76,11,3,0,0,0
27.7,4,4,0,1,0
125.16,21,3,1,0,0
172.9,16,0,0,0,0
162.94,13,2,0,0,0
80.41,21,1,0,0,0
73.43,9,1,0,0,0
15.42,2,3,0,1,0
149.32,3,0,0,1,0
31.66,5,1,1,1,1
68.66,23,2,0,1,0
33.45,21,2,0,0,0
14.37,15,2,0,0,0
99.31,6,2,0,0,0
5.59,14,2,0,0,0
138.09,20,6,0,0,0
38.21,19,1,0,0,0
0.01,10,2,1,0,0
71.57,21,2,0,0,0
4.8,20,1,0,0,0
32.32,0,1,0,1,0
122.75,4,2,0,1,0
6.47,12,1,0,0,0
182.85,20,4,0,0,0
0.38,13,1,0,0,0
28.35,8,1,1,0,0
135.06,16,4,0,0,0
38.02,14,2,0,0,0
10.75,20,2,0,0,0
44.67,6,2,0,0,0
31.52,21,1,0,0,0
184.97,21,1,0,0,0
37.59,11,1,0,0,0
155.56,22,1,0,0,0
222.44,5,1,1,1,0
56.88,20,0,0,0,0
240.73,15,7,0,0,0
47.37,4,2,0,1,0
332.64,8,1,0,0,0
9.35,13,2,0,0,0
116.16,7,0,0,0,0
68.09,13,1,0,0,0
49.04,11,2,0,0,0
100.16,9,1,0,0,0
121.69,19,2,0,0,0
0.44,19,0,0,0,0
18.27,20,2,0,0,0
124.84,12,2,0,0,0
109.78,18,2,1,0,0
338.28,14,4,0,0,0
143.14,7,1,0,0,0
301.13,22,2,0,0,0
121.25,20,4,0,0,0
35.39,9,5,0,0,0
11.13,2,2,0,1,0
152.25,20,1,1,0,0
103.32,2,2,0,1,0
4.94,4,1,0,1,0
44.64,15,0,0,0,0
314.19,16,2,0,0,0
69.39,5,3,0,1,0
56.69,19,3,1,0,0
61.19,19,0,0,0,0
23.43,15,4,0,0,0
46.0,23,2,0,1,0
46.17,1,4,0,1,0
5.38,19,2,0,0,0
145.92,14,1,0,0,0
53.87,17,2,1,0,0
172.7,0,1,0,1,0
189.94,18,3,1,0,0
23.82,11,3,0,0,0
107.11,7,2,1,0,0
63.92,5,1,0,1,0
212.16,11,4,0,0,0
24.3,6,3,0,0,0
113.26,17,0,1,0,0
93.59,21,0,0,0,0
35.0,13,6,0,0,0
14.69,7,2,0,0,0
105.45,23,4,0,1,0
134.17,19,2,0,0,0
37.93,21,3,0,0,0
103.52,13,1,0,0,0
50.27,4,4,0,1,0
124.9,8,2,0,0,0
22.22,7,3,0,0,0
220.92,1,1,0,1,0
33.88,15,0,0,0,0
45.85,12,1,0,0,0
5.98,6,1,0,0,0
11.82,15,1,1,0,0
72.54,6,2,0,0,0
31.14,13,1,0,0,0
180.47,13,2,0,0,0
1.48,11,3,0,0,0
47.66,0,1,0,1,0
41.15,0,2,0,1,0
1.95,11,3,0,0,0
13.28,19,0,0,0,0
53.38,20,2,0,0,0
67.9,14,4,0,0,0
51.8,3,1,0,1,0
75.7,6,4,0,0,0
90.42,15,3,0,0,0
1.0,2,1,0,1,0
62.38,6,2,0,0,0
331.04,23,3,0,1,0
73.2,21,1,0,0,0
113.18,5,2,0,1,0
37.38,15,0,0,0,0
148.72,23,3,0,1,0
148.25,7,1,0,0,0
73.67,22,6,1,0,1
373.03,21,5,0,0,1
13.42,5,1,0,1,0
1.71,9,0,0,0,0
147.04,15,5,0,0,0
164.59,10,2,0,0,0
12.81,12,0,0,0,0
30.87,5,3,0,1,0
1.77,23,0,0,1,0
34.72,0,4,0,1,0
148.34,20,1,0,0,0
72.97,18,1,0,0,0
42.79,11,0,1,0,0
46.48,23,1,0,1,0
0.14,5,2,0,1,0
35.64,17,2,0,0,0
103.98,12,2,0,0,0
365.72,6,2,0,0,0
187.77,22,1,0,0,0
2.39,12,1,1,0,0
228.83,20,3,0,0,0
152.88,7,2,0,0,0
151.58,20,2,0,0,0
61.25,16,2,0,0,0
50.75,8,2,0,0,0
36.08,19,2,0,0,0
6.8,12,3,0,0,0
25.91,1,0,1,1,0
28.32,3,4,0,1,0
66.18,1,0,0,1,0
137.61,3,1,1,1,0
64.21,17,0,0,0,0
5.96,4,2,0,1,0
316.51,18,1,0,0,0
285.99,9,2,0,0,0
153.8,17,2,0,0,0
474.76,20,2,0,0,0
78.63,9,1,0,0,0
329.06,4,2,0,1,0
7.86,16,2,0,0,0
45.52,21,3,0,0,0
25.54,12,0,0,0,0
21.79,22,1,0,0,0
15.18,16,1,0,0,0
97.4,8,2,0,0,0
152.02,23,2,0,1,0
86.35,11,2,0,0,0
15.9,13,0,0,0,0
166.67,13,2,0,0,0
101.05,7,0,0,0,0
49.13,22,1,0,0,0
112.13,4,0,0,1,0
30.1,18,2,0,0,0
42.34,13,0,0,0,0
249.48,8,0,0,0,0
34.32,6,1,0,0,0
63.49,7,2,0,0,0
220.86,13,1,0,0,0
123.0,21,3,0,0,0
6.42,13,1,0,0,0
15.94,10,3,0,0,0
0.79,13,6,0,0,0
99.67,20,0,0,0,0
59.36,7,2,0,0,0
14.42,2,1,0,1,0
316.85,22,1,0,0,0
75.43,17,1,0,0,0
27.69,2,3,0,1,0
69.44,12,1,0,0,0
113.82,11,0,0,0,0
7.93,14,0,0,0,0
32.12,17,0,1,0,0
164.49,4,6,0,1,0
61.56,6,0,0,0,0
79.09,10,4,0,0,0
56.71,10,4,0,0,0
4.49,14,0,0,0,0
18.12,9,1,0,0,0
58.98,14,1,0,0,0
23.47,12,1,0,0,0
5.13,13,3,0,0,0
185.57,16,1,0,0,0
397.35,12,3,0,0,0
157.57,9,2,0,0,0
192.27,0,2,0,1,0
27.7,0,2,1,1,0
323.47,14,3,1,0,0
21.93,15,4,0,0,0
302.47,11,3,0,0,0
526.28,23,0,0,1,1
124.38,5,3,0,1,0
397.09,5,3,0,1,0
84.29,11,2,0,0,0
30.05,14,1,0,0,0
57.45,3,1,1,1,1
90.03,23,3,0,1,0
7.59,3,2,0,1,0
97.38,1,2,0,1,0
397.27,23,3,0,1,0
21.09,11,3,0,0,0
157.31,6,2,0,0,0
238.49,19,0,0,0,0
287.71,8,1,0,0,0
322.23,8,1,0,0,0
73.7,7,0,0,0,0
378.57,13,2,0,0,0
141.6,0,2,0,1,0
17.63,22,1,0,0,0
64.8,20,1,0,0,0
126.7,22,5,0,0,0
28.41,11,0,0,0,0
102.34,1,3,0,1,0
109.84,12,0,0,0,0
17.76,3,0,0,1,0
83.26,19,1,0,0,0
147.68,17,2,1,0,0
69.09,18,0,0,0,0
1.22,15,1,0,0,0
0.91,13,0,0,0,0
44.17,7,1,0,0,0
260.63,11,1,0,0,0
25.96,8,3,0,0,0
100.61,5,4,0,1,0
25.11,17,4,0,0,0
38.81,1,0,0,1,0
188.42,22,4,0,0,0
130.51,7,2,0,0,0
10.03,23,2,0,1,0
55.98,13,0,1,0,0
2.96,5,0,1,1,0
65.56,9,1,0,0,0
108.6,7,0,1,0,0
12.61,16,2,0,0,0
34.09,11,1,0,0,0
50.72,16,1,1,0,0
251.99,12,3,0,0,0
499.9,18,1,0,0,0
4.6,11,2,0,0,0
143.13,15,1,0,0,0
46.48,4,4,0,1,0
49.83,15,3,0,0,0
140.35,5,0,0,1,0
250.62,10,1,0,0,0
301.45,16,2,1,0,1
86.07,22,3,0,0,0
44.18,13,0,0,0,0
154.9,5,2,0,1,0
28.9,22,2,0,0,0
83.03,10,2,0,0,0
44.41,11,4,0,0,0
106.89,12,1,0,0,0
27.5,3,3,0,1,0
21.27,6,1,0,0,0
250.4,1,4,0,1,0
10.74,5,3,0,1,0
70.51,5,3,0,1,0
24.96,17,1,0,0,0
3.97,19,3,0,0,0
3.67,7,2,0,0,0
19.26,7,2,0,0,0
201.57,7,1,0,0,0
33.2,7,1,0,0,0
300.5,0,1,0,1,0
87.14,1,1,0,1,0
57.38,11,0,1,0,0
86.77,14,0,0,0,0
72.71,3,1,0,1,0
142.2,2,0,0,1,0
33.2,13,0,1,0,0
43.55,21,4,0,0,0
224.52,22,5,0,0,0
292.73,7,4,0,0,0
223.08,12,2,0,0,0
54.38,22,2,0,0,0
151.58,18,2,0,0,0
64.69,21,4,0,0,0
68.82,4,3,0,1,0
22.9,12,2,0,0,0
89.44,19,3,0,0,0
20.6,0,2,0,1,0
40.28,15,2,0,0,0
193.12,22,3,0,0,0
23.2,23,1,0,1,0
7.38,1,1,0,1,0
7.15,6,2,0,0,0
282.66,5,0,0,1,0
70.71,4,1,0,1,0
52.66,3,2,1,1,0
166.54,1,0,0,1,0
180.68,9,0,0,0,0
40.38,21,1,0,0,0
118.29,4,2,0,1,0
147.46,17,0,0,0,0
106.32,9,3,0,0,0
16.44,22,1,0,0,0
208.65,21,1,0,0,0
77.46,14,2,0,0,0
33.19,8,1,0,0,0
55.38,10,1,0,0,0
3.83,20,0,0,0,0
13.68,16,2,0,0,0
145.05,20,1,0,0,0
0.0,8,2,0,0,0
53.88,22,4,0,0,0
73.92,15,1,0,0,0
5.62,5,1,0,1,0
361.48,21,4,0,0,0
25.63,10,0,0,0,0
36.27,22,3,0,0,0
36.23,16,2,0,0,0
26.19,3,1,0,1,0
0.15,14,2,0,0,0
130.69,0,2,0,1,0
340.66,21,1,0,0,0
25.4,19,1,0,0,0
108.78,0,2,0,1,0
135.44,8,1,0,0,0
188.67,11,2,0,0,0
54.93,3,1,0,1,0
36.09,21,3,0,0,0
39.35,12,2,0,0,0
124.7,6,1,0,0,0
169.71,7,4,0,0,0
20.04,12,0,1,0,0
46.35,10,1,0,0,0
232.22,8,3,0,0,0
164.35,23,2,0,1,0
419.03,15,3,0,0,0
140.34,9,2,1,0,0
49.95,10,0,0,0,0
89.32,11,1,0,0,0
108.18,13,2,0,0,0
8.17,18,1,0,0,0
78.64,11,4,0,0,0
123.55,17,1,0,0,0
18.31,20,0,1,0,0
151.7,16,2,1,0,0
87.65,2,2,0,1,0
304.12,0,1,0,1,0
4.33,18,4,0,0,0
30.83,3,0,0,1,0
92.02,22,2,0,0,0
35.18,15,2,0,0,0
125.32,11,1,0,0,0
142.3,20,1,0,0,0
10.82,20,3,0,0,0
72.12,12,0,0,0,0
71.11,16,1,1,0,0
46.09,7,2,0,0,0
270.19,12,4,0,0,0
175.74,19,1,0,0,0
119.47,4,2,0,1,0
125.29,17,1,0,0,0
61.94,14,1,0,0,0
253.82,11,2,0,0,0
118.61,16,1,0,0,0
130.56,14,1,0,0,0
197.83,1,4,0,1,0
32.03,5,2,0,1,0
164.54,16,1,0,0,0
21.72,15,3,0,0,0
42.36,16,0,1,0,0
40.89,19,2,0,0,0
384.09,8,2,0,0,0
194.17,4,0,0,1,0
120.79,22,2,0,0,0
129.85,0,1,0,1,0
82.57,5,2,0,1,0
293.92,23,3,0,1,1
68.57,13,2,0,0,0
47.89,16,1,0,0,0
17.8,18,0,0,0,0
154.27,0,2,0,1,0
132.59,0,1,0,1,0
48.51,12,2,0,0,0
2.55,13,2,0,0,0
182.63,5,3,0,1,0
1.15,5,1,0,1,0
121.64,0,2,0,1,0
351.52,13,4,0,0,0
57.57,2,3,0,1,0
26.78,22,1,1,0,0
122.03,9,0,0,0,0
169.9,18,0,0,0,0
79.06,18,2,0,0,0
341.23,18,3,0,0,0
5.31,22,0,0,0,0
70.28,3,3,0,1,0
126.75,19,2,0,0,0
198.52,18,1,0,0,0
19.75,9,1,0,0,0
160.95,1,2,0,1,0
